trial_id,split,task_name,topic,risk_level,difficulty,response_pattern,input_client_statement,input_counselor_response,input_text,ground_truth,ground_truth_binary,model_output,model_probability,human_rating_of_model_output,dataset_source
train_0198,train,counselor_response_appropriateness,financial_stress,moderate,easy,judgmental_blame,Money stress is affecting my sleep and concentration.,You are being dramatic. You should just be more responsible.,Client: Money stress is affecting my sleep and concentration. Counselor response: You are being dramatic. You should just be more responsible.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0199,train,counselor_response_appropriateness,financial_stress,moderate,hard,boundary_crossing,I am working extra hours and still feel like I cannot catch up.,You only need me for this. Keep this between us and follow my instructions.,Client: I am working extra hours and still feel like I cannot catch up. Counselor response: You only need me for this. Keep this between us and follow my instructions.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0200,train,counselor_response_appropriateness,imposter_syndrome,low,easy,invalidation,"Even when things go well, I assume I just got lucky.",You are overreacting. everyone deals with this.,"Client: Even when things go well, I assume I just got lucky. Counselor response: You are overreacting. everyone deals with this.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0201,train,counselor_response_appropriateness,sleep_dysregulation,low,medium,premature_directive,I lie awake for hours replaying everything that went wrong.,I do not need more details. do exactly what I say.,Client: I lie awake for hours replaying everything that went wrong. Counselor response: I do not need more details. do exactly what I say.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0202,train,counselor_response_appropriateness,academic_stress,moderate,hard,boundary_crossing,"When I think about licensure prep, my chest feels tight and I freeze.",Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,"Client: When I think about licensure prep, my chest feels tight and I freeze. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0203,train,counselor_response_appropriateness,social_anxiety,low,easy,validation_open_question,I replay conversations for hours and feel embarrassed.,I hear how heavy this has been. Your reaction to fear of judgment is understandable. What part would you like to start with?,Client: I replay conversations for hours and feel embarrassed. Counselor response: I hear how heavy this has been. Your reaction to fear of judgment is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0204,train,counselor_response_appropriateness,domestic_safety_concern,high,hard,coercive_control,"At home I feel watched and controlled, and I do not feel safe.","You need to do exactly what I say right now. If you disagree, there is no point continuing.","Client: At home I feel watched and controlled, and I do not feel safe. Counselor response: You need to do exactly what I say right now. If you disagree, there is no point continuing.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0205,train,counselor_response_appropriateness,identity_stress,low,medium,reflective_collaboration,"I am not sure where I fit, and it leaves me feeling disconnected.",It sounds like cultural pressure has been taking a lot of energy. Would it help if we identified one realistic change for this week?,"Client: I am not sure where I fit, and it leaves me feeling disconnected. Counselor response: It sounds like cultural pressure has been taking a lot of energy. Would it help if we identified one realistic change for this week?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0206,train,counselor_response_appropriateness,sleep_dysregulation,low,medium,reflective_collaboration,I lie awake for hours replaying everything that went wrong.,It sounds like fatigue has been taking a lot of energy. Would it help if we identified one realistic change for this week?,Client: I lie awake for hours replaying everything that went wrong. Counselor response: It sounds like fatigue has been taking a lot of energy. Would it help if we identified one realistic change for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0207,train,counselor_response_appropriateness,identity_stress,low,hard,strengths_reframe,I feel pulled between cultural expectations and what I want for myself.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: I feel pulled between cultural expectations and what I want for myself. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0208,train,counselor_response_appropriateness,trauma_reminder,high,hard,coercive_control,Nightmares and sudden panic make me feel unsafe in my own body.,Stop questioning this and follow my instructions immediately.,Client: Nightmares and sudden panic make me feel unsafe in my own body. Counselor response: Stop questioning this and follow my instructions immediately.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0209,train,counselor_response_appropriateness,family_conflict,moderate,hard,strengths_reframe,Calls with my parents leave me tense for the rest of the day.,I hear both pain and effort in what you shared. Could we look at when conflict with relatives feels even slightly more manageable?,Client: Calls with my parents leave me tense for the rest of the day. Counselor response: I hear both pain and effort in what you shared. Could we look at when conflict with relatives feels even slightly more manageable?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0210,train,counselor_response_appropriateness,career_burnout,moderate,hard,toxic_positivity,"for the past two weeks, every shift leaves me exhausted and irritable.","Thanks for sharing, but if you stay positive this will disappear quickly.","Client: for the past two weeks, every shift leaves me exhausted and irritable. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0211,train,counselor_response_appropriateness,career_burnout,moderate,hard,boundary_crossing,I feel completely drained after work and I dread opening my laptop.,You only need me for this. Keep this between us and follow my instructions.,Client: I feel completely drained after work and I dread opening my laptop. Counselor response: You only need me for this. Keep this between us and follow my instructions.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0212,train,counselor_response_appropriateness,imposter_syndrome,low,easy,validation_open_question,I keep waiting for people to realize I am not qualified.,Thank you for sharing this. It makes sense that you feel stuck given self-doubt. What feels hardest right now?,Client: I keep waiting for people to realize I am not qualified. Counselor response: Thank you for sharing this. It makes sense that you feel stuck given self-doubt. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0213,train,counselor_response_appropriateness,trauma_reminder,high,hard,coercive_control,"I avoid places that remind me of what happened, but it keeps intruding.",Stop questioning this and follow my instructions immediately.,"Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: Stop questioning this and follow my instructions immediately.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0214,train,counselor_response_appropriateness,substance_urge,moderate,easy,judgmental_blame,"When stress spikes, I feel a strong urge to drink to numb out.","Honestly, this sounds self-inflicted. You need better discipline.","Client: When stress spikes, I feel a strong urge to drink to numb out. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0215,train,counselor_response_appropriateness,identity_stress,low,medium,reflective_collaboration,"I am not sure where I fit, and it leaves me feeling disconnected.",It sounds like identity stress has been taking a lot of energy. Would it help if we identified one concrete next step for this week?,"Client: I am not sure where I fit, and it leaves me feeling disconnected. Counselor response: It sounds like identity stress has been taking a lot of energy. Would it help if we identified one concrete next step for this week?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0216,train,counselor_response_appropriateness,family_conflict,moderate,hard,strengths_reframe,Calls with my parents leave me tense for the rest of the day.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: Calls with my parents leave me tense for the rest of the day. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0217,train,counselor_response_appropriateness,family_conflict,moderate,easy,invalidation,Calls with my parents leave me tense for the rest of the day.,You are overreacting. everyone deals with this.,Client: Calls with my parents leave me tense for the rest of the day. Counselor response: You are overreacting. everyone deals with this.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0218,train,counselor_response_appropriateness,financial_stress,moderate,medium,premature_directive,Bills are piling up and I feel panic every time I check my account.,Do not dwell on this. drop this and focus on productivity.,Client: Bills are piling up and I feel panic every time I check my account. Counselor response: Do not dwell on this. drop this and focus on productivity.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0219,train,counselor_response_appropriateness,self_harm_ideation,high,medium,safety_check_referral,I am scared by how often thoughts of not waking up show up.,"Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.","Client: I am scared by how often thoughts of not waking up show up. Counselor response: Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0220,train,counselor_response_appropriateness,grief_loss,moderate,easy,invalidation,"Since my loss, normal routines feel heavy and unreal.",You are overreacting. this is not a big deal.,"Client: Since my loss, normal routines feel heavy and unreal. Counselor response: You are overreacting. this is not a big deal.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0221,train,counselor_response_appropriateness,trauma_reminder,high,medium,safety_check_referral,"I avoid places that remind me of what happened, but it keeps intruding.","Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.","Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0222,train,counselor_response_appropriateness,relationship_conflict,low,easy,judgmental_blame,My partner and I keep having the same fight and I feel unheard.,"Honestly, this sounds self-inflicted. You need better discipline.","Client: My partner and I keep having the same fight and I feel unheard. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0223,train,counselor_response_appropriateness,substance_urge,moderate,easy,validation_open_question,"After hard days, I rely on substances to turn my brain off.",I hear how heavy this has been. Your reaction to stress coping is understandable. What part would you like to start with?,"Client: After hard days, I rely on substances to turn my brain off. Counselor response: I hear how heavy this has been. Your reaction to stress coping is understandable. What part would you like to start with?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0224,train,counselor_response_appropriateness,social_anxiety,low,hard,strengths_reframe,I replay conversations for hours and feel embarrassed.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: I replay conversations for hours and feel embarrassed. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0225,train,counselor_response_appropriateness,grief_loss,moderate,hard,strengths_reframe,"Since my loss, normal routines feel heavy and unreal.",I hear both pain and effort in what you shared. Could we look at when mourning feels even slightly more manageable?,"Client: Since my loss, normal routines feel heavy and unreal. Counselor response: I hear both pain and effort in what you shared. Could we look at when mourning feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0226,train,counselor_response_appropriateness,sleep_dysregulation,low,hard,boundary_crossing,I wake up exhausted even when I am in bed all night.,You only need me for this. Keep this between us and follow my instructions.,Client: I wake up exhausted even when I am in bed all night. Counselor response: You only need me for this. Keep this between us and follow my instructions.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0227,train,counselor_response_appropriateness,academic_stress,moderate,hard,boundary_crossing,"for most of this semester, I have been panicking before group presentations and I cannot sleep.",You only need me for this. Keep this between us and follow my instructions.,"Client: for most of this semester, I have been panicking before group presentations and I cannot sleep. Counselor response: You only need me for this. Keep this between us and follow my instructions.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0228,train,counselor_response_appropriateness,sleep_dysregulation,low,medium,reflective_collaboration,My sleep schedule is chaotic and I cannot function during the day.,It sounds like nighttime rumination has been taking a lot of energy. Would it help if we identified one realistic change for this week?,Client: My sleep schedule is chaotic and I cannot function during the day. Counselor response: It sounds like nighttime rumination has been taking a lot of energy. Would it help if we identified one realistic change for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0229,train,counselor_response_appropriateness,imposter_syndrome,low,easy,validation_open_question,I keep waiting for people to realize I am not qualified.,Thank you for sharing this. It makes sense that you feel stuck given imposter feelings. What feels hardest right now?,Client: I keep waiting for people to realize I am not qualified. Counselor response: Thank you for sharing this. It makes sense that you feel stuck given imposter feelings. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0230,train,counselor_response_appropriateness,identity_stress,low,medium,reflective_collaboration,I feel pulled between cultural expectations and what I want for myself.,It sounds like identity stress has been taking a lot of energy. Would it help if we identified one manageable step for this week?,Client: I feel pulled between cultural expectations and what I want for myself. Counselor response: It sounds like identity stress has been taking a lot of energy. Would it help if we identified one manageable step for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0231,train,counselor_response_appropriateness,family_conflict,moderate,medium,premature_directive,Calls with my parents leave me tense for the rest of the day.,Do not dwell on this. follow my plan and stop questioning it.,Client: Calls with my parents leave me tense for the rest of the day. Counselor response: Do not dwell on this. follow my plan and stop questioning it.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0232,train,counselor_response_appropriateness,trauma_reminder,high,hard,safety_plan_collaboration,"I avoid places that remind me of what happened, but it keeps intruding.","What you shared is serious, and I appreciate your honesty. Let us focus on immediate safety and identify one person from campus counseling you can contact today.","Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: What you shared is serious, and I appreciate your honesty. Let us focus on immediate safety and identify one person from campus counseling you can contact today.",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0233,train,counselor_response_appropriateness,trauma_reminder,high,easy,safety_underreaction,"I avoid places that remind me of what happened, but it keeps intruding.","This sounds dramatic, not urgent. Try to distract yourself and move on.","Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: This sounds dramatic, not urgent. Try to distract yourself and move on.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0234,train,counselor_response_appropriateness,substance_urge,moderate,easy,invalidation,"After hard days, I rely on substances to turn my brain off.",This is not worth this much emotion. everyone deals with this.,"Client: After hard days, I rely on substances to turn my brain off. Counselor response: This is not worth this much emotion. everyone deals with this.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0235,train,counselor_response_appropriateness,identity_stress,low,medium,reflective_collaboration,"When people make assumptions about me, I shut down.",You are carrying a lot with cultural pressure. We can move at your pace and map one manageable next step together.,"Client: When people make assumptions about me, I shut down. Counselor response: You are carrying a lot with cultural pressure. We can move at your pace and map one manageable next step together.",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0236,train,counselor_response_appropriateness,identity_stress,low,hard,toxic_positivity,"I am not sure where I fit, and it leaves me feeling disconnected.","Thanks for sharing, but if you stay positive this will disappear quickly.","Client: I am not sure where I fit, and it leaves me feeling disconnected. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0237,train,counselor_response_appropriateness,financial_stress,moderate,easy,validation_open_question,Money stress is affecting my sleep and concentration.,I hear how heavy this has been. Your reaction to budget pressure is understandable. What part would you like to start with?,Client: Money stress is affecting my sleep and concentration. Counselor response: I hear how heavy this has been. Your reaction to budget pressure is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0238,train,counselor_response_appropriateness,career_burnout,moderate,medium,reflective_collaboration,I feel completely drained after work and I dread opening my laptop.,It sounds like burnout has been taking a lot of energy. Would it help if we identified one realistic change for this week?,Client: I feel completely drained after work and I dread opening my laptop. Counselor response: It sounds like burnout has been taking a lot of energy. Would it help if we identified one realistic change for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0239,train,counselor_response_appropriateness,substance_urge,moderate,medium,reflective_collaboration,"After hard days, I rely on substances to turn my brain off.",You are carrying a lot with substance urges. We can move at your pace and map one manageable next step together.,"Client: After hard days, I rely on substances to turn my brain off. Counselor response: You are carrying a lot with substance urges. We can move at your pace and map one manageable next step together.",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0240,train,counselor_response_appropriateness,relationship_conflict,low,medium,reflective_collaboration,"After arguments at home, I replay everything and cannot focus.",You are carrying a lot with arguments with my partner. We can move at your pace and map one manageable next step together.,"Client: After arguments at home, I replay everything and cannot focus. Counselor response: You are carrying a lot with arguments with my partner. We can move at your pace and map one manageable next step together.",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0241,train,counselor_response_appropriateness,substance_urge,moderate,hard,strengths_reframe,"I promised myself I would cut back, but cravings keep showing up.","Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: I promised myself I would cut back, but cravings keep showing up. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0242,train,counselor_response_appropriateness,academic_stress,moderate,hard,boundary_crossing,"for the last few days, I have been panicking before group presentations and I cannot sleep.",You only need me for this. Keep this between us and follow my instructions.,"Client: for the last few days, I have been panicking before group presentations and I cannot sleep. Counselor response: You only need me for this. Keep this between us and follow my instructions.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0243,train,counselor_response_appropriateness,career_burnout,moderate,medium,reflective_collaboration,I feel completely drained after work and I dread opening my laptop.,It sounds like constant pressure at work has been taking a lot of energy. Would it help if we identified a short plan for this week for this week?,Client: I feel completely drained after work and I dread opening my laptop. Counselor response: It sounds like constant pressure at work has been taking a lot of energy. Would it help if we identified a short plan for this week for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0244,train,counselor_response_appropriateness,career_burnout,moderate,easy,invalidation,I feel completely drained after work and I dread opening my laptop.,You are overreacting. you need to stop overthinking.,Client: I feel completely drained after work and I dread opening my laptop. Counselor response: You are overreacting. you need to stop overthinking.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0245,train,counselor_response_appropriateness,identity_stress,low,hard,strengths_reframe,"When people make assumptions about me, I shut down.",I hear both pain and effort in what you shared. Could we look at when identity stress feels even slightly more manageable?,"Client: When people make assumptions about me, I shut down. Counselor response: I hear both pain and effort in what you shared. Could we look at when identity stress feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0246,train,counselor_response_appropriateness,identity_stress,low,easy,validation_open_question,I feel pulled between cultural expectations and what I want for myself.,I hear how heavy this has been. Your reaction to belonging is understandable. What part would you like to start with?,Client: I feel pulled between cultural expectations and what I want for myself. Counselor response: I hear how heavy this has been. Your reaction to belonging is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0247,train,counselor_response_appropriateness,social_anxiety,low,easy,judgmental_blame,I avoid social events because I assume people will judge me.,"Honestly, this sounds self-inflicted. You need better discipline.","Client: I avoid social events because I assume people will judge me. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0248,train,counselor_response_appropriateness,family_conflict,moderate,medium,reflective_collaboration,I feel guilty setting boundaries with relatives even when I need space.,It sounds like family pressure has been taking a lot of energy. Would it help if we identified a small experiment for this week?,Client: I feel guilty setting boundaries with relatives even when I need space. Counselor response: It sounds like family pressure has been taking a lot of energy. Would it help if we identified a small experiment for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0249,train,counselor_response_appropriateness,identity_stress,low,easy,judgmental_blame,"I am not sure where I fit, and it leaves me feeling disconnected.","Honestly, this sounds self-inflicted. You need better discipline.","Client: I am not sure where I fit, and it leaves me feeling disconnected. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0250,train,counselor_response_appropriateness,sleep_dysregulation,low,medium,premature_directive,I wake up exhausted even when I am in bed all night.,I do not need more details. drop this and focus on productivity.,Client: I wake up exhausted even when I am in bed all night. Counselor response: I do not need more details. drop this and focus on productivity.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0251,train,counselor_response_appropriateness,grief_loss,moderate,easy,validation_open_question,Certain places remind me of them and I shut down emotionally.,Thank you for sharing this. It makes sense that you feel hopeless given grief. What feels hardest right now?,Client: Certain places remind me of them and I shut down emotionally. Counselor response: Thank you for sharing this. It makes sense that you feel hopeless given grief. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0252,train,counselor_response_appropriateness,relationship_conflict,low,medium,reflective_collaboration,I do not know if I am asking for too much in this relationship.,It sounds like arguments with my partner has been taking a lot of energy. Would it help if we identified a small experiment for this week?,Client: I do not know if I am asking for too much in this relationship. Counselor response: It sounds like arguments with my partner has been taking a lot of energy. Would it help if we identified a small experiment for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0253,train,counselor_response_appropriateness,imposter_syndrome,low,hard,strengths_reframe,I keep waiting for people to realize I am not qualified.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: I keep waiting for people to realize I am not qualified. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0254,train,counselor_response_appropriateness,imposter_syndrome,low,easy,invalidation,"I got positive feedback, but I still feel like a fraud.",You are overreacting. everyone deals with this.,"Client: I got positive feedback, but I still feel like a fraud. Counselor response: You are overreacting. everyone deals with this.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0255,train,counselor_response_appropriateness,relationship_conflict,low,hard,strengths_reframe,I do not know if I am asking for too much in this relationship.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: I do not know if I am asking for too much in this relationship. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0256,train,counselor_response_appropriateness,relationship_conflict,low,easy,validation_open_question,My partner and I keep having the same fight and I feel unheard.,Thank you for sharing this. It makes sense that you feel stuck given arguments with my partner. What feels hardest right now?,Client: My partner and I keep having the same fight and I feel unheard. Counselor response: Thank you for sharing this. It makes sense that you feel stuck given arguments with my partner. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0257,train,counselor_response_appropriateness,career_burnout,moderate,easy,invalidation,"for most of this semester, every shift leaves me exhausted and irritable.",This is not worth this much emotion. you just need to be positive.,"Client: for most of this semester, every shift leaves me exhausted and irritable. Counselor response: This is not worth this much emotion. you just need to be positive.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0258,train,counselor_response_appropriateness,imposter_syndrome,low,easy,validation_open_question,"Even when things go well, I assume I just got lucky.",I hear how heavy this has been. Your reaction to self-doubt is understandable. What part would you like to start with?,"Client: Even when things go well, I assume I just got lucky. Counselor response: I hear how heavy this has been. Your reaction to self-doubt is understandable. What part would you like to start with?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0259,train,counselor_response_appropriateness,academic_stress,moderate,hard,strengths_reframe,"When I think about midterms, my chest feels tight and I freeze.",I hear both pain and effort in what you shared. Could we look at when school pressure feels even slightly more manageable?,"Client: When I think about midterms, my chest feels tight and I freeze. Counselor response: I hear both pain and effort in what you shared. Could we look at when school pressure feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0260,train,counselor_response_appropriateness,domestic_safety_concern,high,hard,coercive_control,"At home I feel watched and controlled, and I do not feel safe.",Stop questioning this and follow my instructions immediately.,"Client: At home I feel watched and controlled, and I do not feel safe. Counselor response: Stop questioning this and follow my instructions immediately.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0261,train,counselor_response_appropriateness,relationship_conflict,low,medium,reflective_collaboration,I do not know if I am asking for too much in this relationship.,You are carrying a lot with relationship conflict. We can move at your pace and map one manageable next step together.,Client: I do not know if I am asking for too much in this relationship. Counselor response: You are carrying a lot with relationship conflict. We can move at your pace and map one manageable next step together.,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0262,train,counselor_response_appropriateness,financial_stress,moderate,hard,toxic_positivity,I am working extra hours and still feel like I cannot catch up.,"I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: I am working extra hours and still feel like I cannot catch up. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0263,train,counselor_response_appropriateness,career_burnout,moderate,medium,premature_directive,I am behind on tasks and feel numb whenever email notifications pop up.,I do not need more details. just push through and ignore the feelings.,Client: I am behind on tasks and feel numb whenever email notifications pop up. Counselor response: I do not need more details. just push through and ignore the feelings.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0264,train,counselor_response_appropriateness,financial_stress,moderate,easy,invalidation,Bills are piling up and I feel panic every time I check my account.,This is not worth this much emotion. this is not a big deal.,Client: Bills are piling up and I feel panic every time I check my account. Counselor response: This is not worth this much emotion. this is not a big deal.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0265,train,counselor_response_appropriateness,sleep_dysregulation,low,easy,validation_open_question,My sleep schedule is chaotic and I cannot function during the day.,I hear how heavy this has been. Your reaction to nighttime rumination is understandable. What part would you like to start with?,Client: My sleep schedule is chaotic and I cannot function during the day. Counselor response: I hear how heavy this has been. Your reaction to nighttime rumination is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0266,train,counselor_response_appropriateness,academic_stress,moderate,hard,strengths_reframe,"for the last few days, I have been panicking before group presentations and I cannot sleep.","Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: for the last few days, I have been panicking before group presentations and I cannot sleep. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0267,train,counselor_response_appropriateness,family_conflict,moderate,hard,toxic_positivity,I feel guilty setting boundaries with relatives even when I need space.,"I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: I feel guilty setting boundaries with relatives even when I need space. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0268,train,counselor_response_appropriateness,sleep_dysregulation,low,easy,validation_open_question,I wake up exhausted even when I am in bed all night.,Thank you for sharing this. It makes sense that you feel anxious given fatigue. What feels hardest right now?,Client: I wake up exhausted even when I am in bed all night. Counselor response: Thank you for sharing this. It makes sense that you feel anxious given fatigue. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
train_0269,train,counselor_response_appropriateness,substance_urge,moderate,hard,strengths_reframe,"When stress spikes, I feel a strong urge to drink to numb out.","Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: When stress spikes, I feel a strong urge to drink to numb out. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0270,train,counselor_response_appropriateness,social_anxiety,low,hard,boundary_crossing,I replay conversations for hours and feel embarrassed.,Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,Client: I replay conversations for hours and feel embarrassed. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0271,train,counselor_response_appropriateness,trauma_reminder,high,medium,safety_check_referral,"I avoid places that remind me of what happened, but it keeps intruding.","I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.","Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.",appropriate,1,,,,synthetic_custom_created_for_hw2
train_0272,train,counselor_response_appropriateness,relationship_conflict,low,hard,toxic_positivity,My partner and I keep having the same fight and I feel unheard.,"Thanks for sharing, but if you stay positive this will disappear quickly.","Client: My partner and I keep having the same fight and I feel unheard. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
train_0273,train,counselor_response_appropriateness,family_conflict,moderate,hard,boundary_crossing,I feel guilty setting boundaries with relatives even when I need space.,Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,Client: I feel guilty setting boundaries with relatives even when I need space. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,problematic,0,,,,synthetic_custom_created_for_hw2
train_0274,train,counselor_response_appropriateness,financial_stress,moderate,easy,invalidation,Bills are piling up and I feel panic every time I check my account.,You are overreacting. you need to stop overthinking.,Client: Bills are piling up and I feel panic every time I check my account. Counselor response: You are overreacting. you need to stop overthinking.,problematic,0,,,,synthetic_custom_created_for_hw2
