trial_id,split,task_name,topic,risk_level,difficulty,response_pattern,input_client_statement,input_counselor_response,input_text,ground_truth,ground_truth_binary,model_output,model_probability,human_rating_of_model_output,dataset_source
study_0077,study,counselor_response_appropriateness,academic_stress,moderate,hard,toxic_positivity,"for a while now, I have been panicking before group presentations and I cannot sleep.","Thanks for sharing, but if you stay positive this will disappear quickly.","Client: for a while now, I have been panicking before group presentations and I cannot sleep. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0078,study,counselor_response_appropriateness,grief_loss,moderate,easy,judgmental_blame,Certain places remind me of them and I shut down emotionally.,"This sounds like poor choices, not stress. You should just be more responsible.","Client: Certain places remind me of them and I shut down emotionally. Counselor response: This sounds like poor choices, not stress. You should just be more responsible.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0079,study,counselor_response_appropriateness,identity_stress,low,medium,reflective_collaboration,"I am not sure where I fit, and it leaves me feeling disconnected.",It sounds like identity stress has been taking a lot of energy. Would it help if we identified one manageable step for this week?,"Client: I am not sure where I fit, and it leaves me feeling disconnected. Counselor response: It sounds like identity stress has been taking a lot of energy. Would it help if we identified one manageable step for this week?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0080,study,counselor_response_appropriateness,family_conflict,moderate,medium,premature_directive,My family keeps pressuring me about my career choices and I feel trapped.,Do not dwell on this. do exactly what I say.,Client: My family keeps pressuring me about my career choices and I feel trapped. Counselor response: Do not dwell on this. do exactly what I say.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0081,study,counselor_response_appropriateness,sleep_dysregulation,low,hard,strengths_reframe,I lie awake for hours replaying everything that went wrong.,I hear both pain and effort in what you shared. Could we look at when sleep problems feels even slightly more manageable?,Client: I lie awake for hours replaying everything that went wrong. Counselor response: I hear both pain and effort in what you shared. Could we look at when sleep problems feels even slightly more manageable?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0082,study,counselor_response_appropriateness,self_harm_ideation,high,hard,coercive_control,I keep thinking people would be better off without me.,Stop questioning this and follow my instructions immediately.,Client: I keep thinking people would be better off without me. Counselor response: Stop questioning this and follow my instructions immediately.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0083,study,counselor_response_appropriateness,family_conflict,moderate,easy,validation_open_question,My family keeps pressuring me about my career choices and I feel trapped.,I hear how heavy this has been. Your reaction to family pressure is understandable. What part would you like to start with?,Client: My family keeps pressuring me about my career choices and I feel trapped. Counselor response: I hear how heavy this has been. Your reaction to family pressure is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0084,study,counselor_response_appropriateness,imposter_syndrome,low,hard,boundary_crossing,I keep waiting for people to realize I am not qualified.,Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,Client: I keep waiting for people to realize I am not qualified. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0085,study,counselor_response_appropriateness,identity_stress,low,hard,strengths_reframe,"I am not sure where I fit, and it leaves me feeling disconnected.",I hear both pain and effort in what you shared. Could we look at when identity stress feels even slightly more manageable?,"Client: I am not sure where I fit, and it leaves me feeling disconnected. Counselor response: I hear both pain and effort in what you shared. Could we look at when identity stress feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0086,study,counselor_response_appropriateness,academic_stress,moderate,easy,invalidation,I keep comparing myself to classmates and I feel anxious all day.,You are overreacting. you need to stop overthinking.,Client: I keep comparing myself to classmates and I feel anxious all day. Counselor response: You are overreacting. you need to stop overthinking.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0087,study,counselor_response_appropriateness,family_conflict,moderate,hard,strengths_reframe,Calls with my parents leave me tense for the rest of the day.,I hear both pain and effort in what you shared. Could we look at when conflict with relatives feels even slightly more manageable?,Client: Calls with my parents leave me tense for the rest of the day. Counselor response: I hear both pain and effort in what you shared. Could we look at when conflict with relatives feels even slightly more manageable?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0088,study,counselor_response_appropriateness,identity_stress,low,hard,strengths_reframe,I feel pulled between cultural expectations and what I want for myself.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: I feel pulled between cultural expectations and what I want for myself. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0089,study,counselor_response_appropriateness,self_harm_ideation,high,medium,confidentiality_breach,Sometimes I wish I could disappear because this all feels pointless.,I will contact your family and supervisor right away without asking you first.,Client: Sometimes I wish I could disappear because this all feels pointless. Counselor response: I will contact your family and supervisor right away without asking you first.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0090,study,counselor_response_appropriateness,imposter_syndrome,low,hard,strengths_reframe,I keep waiting for people to realize I am not qualified.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: I keep waiting for people to realize I am not qualified. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0091,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,validation_open_question,My sleep schedule is chaotic and I cannot function during the day.,I hear how heavy this has been. Your reaction to fatigue is understandable. What part would you like to start with?,Client: My sleep schedule is chaotic and I cannot function during the day. Counselor response: I hear how heavy this has been. Your reaction to fatigue is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0092,study,counselor_response_appropriateness,self_harm_ideation,high,hard,coercive_control,I am scared by how often thoughts of not waking up show up.,Stop questioning this and follow my instructions immediately.,Client: I am scared by how often thoughts of not waking up show up. Counselor response: Stop questioning this and follow my instructions immediately.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0093,study,counselor_response_appropriateness,imposter_syndrome,low,hard,strengths_reframe,I keep waiting for people to realize I am not qualified.,I hear both pain and effort in what you shared. Could we look at when self-doubt feels even slightly more manageable?,Client: I keep waiting for people to realize I am not qualified. Counselor response: I hear both pain and effort in what you shared. Could we look at when self-doubt feels even slightly more manageable?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0094,study,counselor_response_appropriateness,trauma_reminder,high,hard,coercive_control,"I avoid places that remind me of what happened, but it keeps intruding.","You need to do exactly what I say right now. If you disagree, there is no point continuing.","Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: You need to do exactly what I say right now. If you disagree, there is no point continuing.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0095,study,counselor_response_appropriateness,career_burnout,moderate,medium,reflective_collaboration,I feel completely drained after work and I dread opening my laptop.,You are carrying a lot with work stress. We can move at your pace and map one manageable next step together.,Client: I feel completely drained after work and I dread opening my laptop. Counselor response: You are carrying a lot with work stress. We can move at your pace and map one manageable next step together.,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0096,study,counselor_response_appropriateness,career_burnout,moderate,easy,invalidation,I feel completely drained after work and I dread opening my laptop.,This is not worth this much emotion. you should just toughen up.,Client: I feel completely drained after work and I dread opening my laptop. Counselor response: This is not worth this much emotion. you should just toughen up.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0097,study,counselor_response_appropriateness,social_anxiety,low,hard,toxic_positivity,I avoid social events because I assume people will judge me.,"Thanks for sharing, but if you stay positive this will disappear quickly.","Client: I avoid social events because I assume people will judge me. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0098,study,counselor_response_appropriateness,trauma_reminder,high,hard,coercive_control,"I avoid places that remind me of what happened, but it keeps intruding.",Stop questioning this and follow my instructions immediately.,"Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: Stop questioning this and follow my instructions immediately.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0099,study,counselor_response_appropriateness,imposter_syndrome,low,easy,judgmental_blame,"I got positive feedback, but I still feel like a fraud.","Honestly, this sounds self-inflicted. You need better discipline.","Client: I got positive feedback, but I still feel like a fraud. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0100,study,counselor_response_appropriateness,social_anxiety,low,medium,premature_directive,I replay conversations for hours and feel embarrassed.,Do not dwell on this. drop this and focus on productivity.,Client: I replay conversations for hours and feel embarrassed. Counselor response: Do not dwell on this. drop this and focus on productivity.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0101,study,counselor_response_appropriateness,substance_urge,moderate,easy,judgmental_blame,"When stress spikes, I feel a strong urge to drink to numb out.","This sounds like poor choices, not stress. You should just be more responsible.","Client: When stress spikes, I feel a strong urge to drink to numb out. Counselor response: This sounds like poor choices, not stress. You should just be more responsible.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0102,study,counselor_response_appropriateness,identity_stress,low,hard,strengths_reframe,"When people make assumptions about me, I shut down.",I hear both pain and effort in what you shared. Could we look at when identity stress feels even slightly more manageable?,"Client: When people make assumptions about me, I shut down. Counselor response: I hear both pain and effort in what you shared. Could we look at when identity stress feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0103,study,counselor_response_appropriateness,academic_stress,moderate,easy,invalidation,"since last month, I have been panicking before my practicum evaluation and I cannot sleep.",You are overreacting. you need to stop overthinking.,"Client: since last month, I have been panicking before my practicum evaluation and I cannot sleep. Counselor response: You are overreacting. you need to stop overthinking.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0104,study,counselor_response_appropriateness,family_conflict,moderate,easy,validation_open_question,I feel guilty setting boundaries with relatives even when I need space.,Thank you for sharing this. It makes sense that you feel hopeless given conflict with relatives. What feels hardest right now?,Client: I feel guilty setting boundaries with relatives even when I need space. Counselor response: Thank you for sharing this. It makes sense that you feel hopeless given conflict with relatives. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0105,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,validation_open_question,I lie awake for hours replaying everything that went wrong.,I hear how heavy this has been. Your reaction to sleep problems is understandable. What part would you like to start with?,Client: I lie awake for hours replaying everything that went wrong. Counselor response: I hear how heavy this has been. Your reaction to sleep problems is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0106,study,counselor_response_appropriateness,academic_stress,moderate,easy,invalidation,"since last month, I have been panicking before licensure prep and I cannot sleep.",This is not worth this much emotion. this is not a big deal.,"Client: since last month, I have been panicking before licensure prep and I cannot sleep. Counselor response: This is not worth this much emotion. this is not a big deal.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0107,study,counselor_response_appropriateness,trauma_reminder,high,hard,coercive_control,Certain sounds trigger flashbacks and I feel like I am back there.,"You need to do exactly what I say right now. If you disagree, there is no point continuing.","Client: Certain sounds trigger flashbacks and I feel like I am back there. Counselor response: You need to do exactly what I say right now. If you disagree, there is no point continuing.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0108,study,counselor_response_appropriateness,academic_stress,moderate,easy,judgmental_blame,I keep comparing myself to classmates and I feel numb all day.,"Honestly, this sounds self-inflicted. You need better discipline.","Client: I keep comparing myself to classmates and I feel numb all day. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0109,study,counselor_response_appropriateness,career_burnout,moderate,medium,premature_directive,"since last month, every shift leaves me exhausted and irritable.",I do not need more details. do exactly what I say.,"Client: since last month, every shift leaves me exhausted and irritable. Counselor response: I do not need more details. do exactly what I say.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0110,study,counselor_response_appropriateness,academic_stress,moderate,hard,strengths_reframe,"When I think about licensure prep, my chest feels tight and I freeze.","Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: When I think about licensure prep, my chest feels tight and I freeze. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0111,study,counselor_response_appropriateness,identity_stress,low,medium,reflective_collaboration,"I am not sure where I fit, and it leaves me feeling disconnected.",It sounds like belonging has been taking a lot of energy. Would it help if we identified a small experiment for this week?,"Client: I am not sure where I fit, and it leaves me feeling disconnected. Counselor response: It sounds like belonging has been taking a lot of energy. Would it help if we identified a small experiment for this week?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0112,study,counselor_response_appropriateness,grief_loss,moderate,easy,validation_open_question,"Since my loss, normal routines feel heavy and unreal.",I hear how heavy this has been. Your reaction to grief is understandable. What part would you like to start with?,"Client: Since my loss, normal routines feel heavy and unreal. Counselor response: I hear how heavy this has been. Your reaction to grief is understandable. What part would you like to start with?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0113,study,counselor_response_appropriateness,imposter_syndrome,low,hard,strengths_reframe,I keep waiting for people to realize I am not qualified.,I hear both pain and effort in what you shared. Could we look at when fear of being exposed feels even slightly more manageable?,Client: I keep waiting for people to realize I am not qualified. Counselor response: I hear both pain and effort in what you shared. Could we look at when fear of being exposed feels even slightly more manageable?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0114,study,counselor_response_appropriateness,career_burnout,moderate,hard,strengths_reframe,"for the past two weeks, every shift leaves me exhausted and irritable.",I hear both pain and effort in what you shared. Could we look at when work stress feels even slightly more manageable?,"Client: for the past two weeks, every shift leaves me exhausted and irritable. Counselor response: I hear both pain and effort in what you shared. Could we look at when work stress feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0115,study,counselor_response_appropriateness,imposter_syndrome,low,hard,boundary_crossing,"I got positive feedback, but I still feel like a fraud.",You only need me for this. Keep this between us and follow my instructions.,"Client: I got positive feedback, but I still feel like a fraud. Counselor response: You only need me for this. Keep this between us and follow my instructions.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0116,study,counselor_response_appropriateness,sleep_dysregulation,low,hard,toxic_positivity,My sleep schedule is chaotic and I cannot function during the day.,"I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: My sleep schedule is chaotic and I cannot function during the day. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0117,study,counselor_response_appropriateness,financial_stress,moderate,hard,strengths_reframe,Bills are piling up and I feel panic every time I check my account.,I hear both pain and effort in what you shared. Could we look at when budget pressure feels even slightly more manageable?,Client: Bills are piling up and I feel panic every time I check my account. Counselor response: I hear both pain and effort in what you shared. Could we look at when budget pressure feels even slightly more manageable?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0118,study,counselor_response_appropriateness,relationship_conflict,low,easy,judgmental_blame,"After arguments at home, I replay everything and cannot focus.","Honestly, this sounds self-inflicted. You need better discipline.","Client: After arguments at home, I replay everything and cannot focus. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0119,study,counselor_response_appropriateness,academic_stress,moderate,medium,premature_directive,"When I think about my practicum evaluation, my chest feels tight and I freeze.",Do not dwell on this. follow my plan and stop questioning it.,"Client: When I think about my practicum evaluation, my chest feels tight and I freeze. Counselor response: Do not dwell on this. follow my plan and stop questioning it.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0120,study,counselor_response_appropriateness,academic_stress,moderate,hard,strengths_reframe,"for a while now, I have been panicking before group presentations and I cannot sleep.",I hear both pain and effort in what you shared. Could we look at when academic expectations feels even slightly more manageable?,"Client: for a while now, I have been panicking before group presentations and I cannot sleep. Counselor response: I hear both pain and effort in what you shared. Could we look at when academic expectations feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0121,study,counselor_response_appropriateness,substance_urge,moderate,medium,reflective_collaboration,"After hard days, I rely on substances to turn my brain off.",It sounds like stress coping has been taking a lot of energy. Would it help if we identified one realistic change for this week?,"Client: After hard days, I rely on substances to turn my brain off. Counselor response: It sounds like stress coping has been taking a lot of energy. Would it help if we identified one realistic change for this week?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0122,study,counselor_response_appropriateness,trauma_reminder,high,easy,safety_underreaction,Nightmares and sudden panic make me feel unsafe in my own body.,You are probably just exhausted. Get some sleep and you will be fine.,Client: Nightmares and sudden panic make me feel unsafe in my own body. Counselor response: You are probably just exhausted. Get some sleep and you will be fine.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0123,study,counselor_response_appropriateness,domestic_safety_concern,high,hard,safety_plan_collaboration,"At home I feel watched and controlled, and I do not feel safe.","I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.","Client: At home I feel watched and controlled, and I do not feel safe. Counselor response: I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0124,study,counselor_response_appropriateness,academic_stress,moderate,medium,premature_directive,"When I think about group presentations, my chest feels tight and I freeze.",Do not dwell on this. follow my plan and stop questioning it.,"Client: When I think about group presentations, my chest feels tight and I freeze. Counselor response: Do not dwell on this. follow my plan and stop questioning it.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0125,study,counselor_response_appropriateness,identity_stress,low,easy,invalidation,"I am not sure where I fit, and it leaves me feeling disconnected.",You are overreacting. this is not a big deal.,"Client: I am not sure where I fit, and it leaves me feeling disconnected. Counselor response: You are overreacting. this is not a big deal.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0126,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,invalidation,I lie awake for hours replaying everything that went wrong.,You are overreacting. you just need to be positive.,Client: I lie awake for hours replaying everything that went wrong. Counselor response: You are overreacting. you just need to be positive.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0127,study,counselor_response_appropriateness,relationship_conflict,low,easy,judgmental_blame,I do not know if I am asking for too much in this relationship.,"Honestly, this sounds self-inflicted. You need better discipline.","Client: I do not know if I am asking for too much in this relationship. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0128,study,counselor_response_appropriateness,family_conflict,moderate,hard,strengths_reframe,I feel guilty setting boundaries with relatives even when I need space.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: I feel guilty setting boundaries with relatives even when I need space. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0129,study,counselor_response_appropriateness,self_harm_ideation,high,hard,safety_plan_collaboration,Sometimes I wish I could disappear because this all feels pointless.,"I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.","Client: Sometimes I wish I could disappear because this all feels pointless. Counselor response: I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0130,study,counselor_response_appropriateness,self_harm_ideation,high,medium,confidentiality_breach,Sometimes I wish I could disappear because this all feels pointless.,I am going to share this with others immediately. We do not need to discuss consent.,Client: Sometimes I wish I could disappear because this all feels pointless. Counselor response: I am going to share this with others immediately. We do not need to discuss consent.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0131,study,counselor_response_appropriateness,family_conflict,moderate,hard,boundary_crossing,Calls with my parents leave me tense for the rest of the day.,Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,Client: Calls with my parents leave me tense for the rest of the day. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0132,study,counselor_response_appropriateness,substance_urge,moderate,hard,strengths_reframe,"I promised myself I would cut back, but cravings keep showing up.",I hear both pain and effort in what you shared. Could we look at when coping with cravings feels even slightly more manageable?,"Client: I promised myself I would cut back, but cravings keep showing up. Counselor response: I hear both pain and effort in what you shared. Could we look at when coping with cravings feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0133,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,validation_open_question,My sleep schedule is chaotic and I cannot function during the day.,Thank you for sharing this. It makes sense that you feel hopeless given sleep problems. What feels hardest right now?,Client: My sleep schedule is chaotic and I cannot function during the day. Counselor response: Thank you for sharing this. It makes sense that you feel hopeless given sleep problems. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0134,study,counselor_response_appropriateness,sleep_dysregulation,low,hard,strengths_reframe,I lie awake for hours replaying everything that went wrong.,I hear both pain and effort in what you shared. Could we look at when fatigue feels even slightly more manageable?,Client: I lie awake for hours replaying everything that went wrong. Counselor response: I hear both pain and effort in what you shared. Could we look at when fatigue feels even slightly more manageable?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0135,study,counselor_response_appropriateness,substance_urge,moderate,easy,invalidation,"I promised myself I would cut back, but cravings keep showing up.",You are overreacting. you just need to be positive.,"Client: I promised myself I would cut back, but cravings keep showing up. Counselor response: You are overreacting. you just need to be positive.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0136,study,counselor_response_appropriateness,financial_stress,moderate,medium,reflective_collaboration,Bills are piling up and I feel panic every time I check my account.,It sounds like budget pressure has been taking a lot of energy. Would it help if we identified one concrete next step for this week?,Client: Bills are piling up and I feel panic every time I check my account. Counselor response: It sounds like budget pressure has been taking a lot of energy. Would it help if we identified one concrete next step for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0137,study,counselor_response_appropriateness,academic_stress,moderate,hard,strengths_reframe,"lately, I have been panicking before midterms and I cannot sleep.",I hear both pain and effort in what you shared. Could we look at when academic expectations feels even slightly more manageable?,"Client: lately, I have been panicking before midterms and I cannot sleep. Counselor response: I hear both pain and effort in what you shared. Could we look at when academic expectations feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0138,study,counselor_response_appropriateness,sleep_dysregulation,low,hard,strengths_reframe,My sleep schedule is chaotic and I cannot function during the day.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: My sleep schedule is chaotic and I cannot function during the day. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0139,study,counselor_response_appropriateness,sleep_dysregulation,low,medium,reflective_collaboration,I wake up exhausted even when I am in bed all night.,You are carrying a lot with nighttime rumination. We can move at your pace and map one manageable next step together.,Client: I wake up exhausted even when I am in bed all night. Counselor response: You are carrying a lot with nighttime rumination. We can move at your pace and map one manageable next step together.,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0140,study,counselor_response_appropriateness,substance_urge,moderate,easy,validation_open_question,"After hard days, I rely on substances to turn my brain off.",I hear how heavy this has been. Your reaction to coping with cravings is understandable. What part would you like to start with?,"Client: After hard days, I rely on substances to turn my brain off. Counselor response: I hear how heavy this has been. Your reaction to coping with cravings is understandable. What part would you like to start with?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0141,study,counselor_response_appropriateness,imposter_syndrome,low,hard,toxic_positivity,"Even when things go well, I assume I just got lucky.","I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: Even when things go well, I assume I just got lucky. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0142,study,counselor_response_appropriateness,self_harm_ideation,high,medium,safety_check_referral,I keep thinking people would be better off without me.,"I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.","Client: I keep thinking people would be better off without me. Counselor response: I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0143,study,counselor_response_appropriateness,academic_stress,moderate,medium,reflective_collaboration,"for a while now, I have been panicking before licensure prep and I cannot sleep.",You are carrying a lot with performance anxiety. We can move at your pace and map one manageable next step together.,"Client: for a while now, I have been panicking before licensure prep and I cannot sleep. Counselor response: You are carrying a lot with performance anxiety. We can move at your pace and map one manageable next step together.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0144,study,counselor_response_appropriateness,substance_urge,moderate,easy,validation_open_question,"I promised myself I would cut back, but cravings keep showing up.",I hear how heavy this has been. Your reaction to coping with cravings is understandable. What part would you like to start with?,"Client: I promised myself I would cut back, but cravings keep showing up. Counselor response: I hear how heavy this has been. Your reaction to coping with cravings is understandable. What part would you like to start with?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0145,study,counselor_response_appropriateness,self_harm_ideation,high,easy,safety_underreaction,I keep thinking people would be better off without me.,"This sounds dramatic, not urgent. Try to distract yourself and move on.","Client: I keep thinking people would be better off without me. Counselor response: This sounds dramatic, not urgent. Try to distract yourself and move on.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0146,study,counselor_response_appropriateness,imposter_syndrome,low,hard,toxic_positivity,"Even when things go well, I assume I just got lucky.","Thanks for sharing, but if you stay positive this will disappear quickly.","Client: Even when things go well, I assume I just got lucky. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0147,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,validation_open_question,I lie awake for hours replaying everything that went wrong.,I hear how heavy this has been. Your reaction to fatigue is understandable. What part would you like to start with?,Client: I lie awake for hours replaying everything that went wrong. Counselor response: I hear how heavy this has been. Your reaction to fatigue is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0148,study,counselor_response_appropriateness,academic_stress,moderate,easy,invalidation,"for the last few days, I have been panicking before licensure prep and I cannot sleep.",You are overreacting. this is not a big deal.,"Client: for the last few days, I have been panicking before licensure prep and I cannot sleep. Counselor response: You are overreacting. this is not a big deal.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0149,study,counselor_response_appropriateness,identity_stress,low,hard,strengths_reframe,I feel pulled between cultural expectations and what I want for myself.,I hear both pain and effort in what you shared. Could we look at when identity stress feels even slightly more manageable?,Client: I feel pulled between cultural expectations and what I want for myself. Counselor response: I hear both pain and effort in what you shared. Could we look at when identity stress feels even slightly more manageable?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0150,study,counselor_response_appropriateness,identity_stress,low,hard,strengths_reframe,"I am not sure where I fit, and it leaves me feeling disconnected.",I hear both pain and effort in what you shared. Could we look at when cultural pressure feels even slightly more manageable?,"Client: I am not sure where I fit, and it leaves me feeling disconnected. Counselor response: I hear both pain and effort in what you shared. Could we look at when cultural pressure feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0151,study,counselor_response_appropriateness,relationship_conflict,low,medium,premature_directive,"After arguments at home, I replay everything and cannot focus.",I do not need more details. drop this and focus on productivity.,"Client: After arguments at home, I replay everything and cannot focus. Counselor response: I do not need more details. drop this and focus on productivity.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0152,study,counselor_response_appropriateness,academic_stress,moderate,easy,judgmental_blame,"lately, I have been panicking before group presentations and I cannot sleep.",You created this problem yourself. You should just be more responsible.,"Client: lately, I have been panicking before group presentations and I cannot sleep. Counselor response: You created this problem yourself. You should just be more responsible.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0153,study,counselor_response_appropriateness,sleep_dysregulation,low,hard,strengths_reframe,I wake up exhausted even when I am in bed all night.,I hear both pain and effort in what you shared. Could we look at when nighttime rumination feels even slightly more manageable?,Client: I wake up exhausted even when I am in bed all night. Counselor response: I hear both pain and effort in what you shared. Could we look at when nighttime rumination feels even slightly more manageable?,appropriate,1,,,,synthetic_custom_created_for_hw2
